,train,test,return_loss,regime_loss,regime_acc
0,0.2408695228789982,0.23451317846775055,0.00046718420344404876,0.6889389157295227,0.5375467538833618
1,0.2528832994009319,0.2333198764494487,0.00012270423758309335,0.686087965965271,0.5488317608833313
2,0.4575289229029103,0.2328080258199147,7.181429100455716e-05,0.6846858859062195,0.5494158864021301
3,0.298289061376923,0.23227207575525557,-8.265913493232802e-05,0.6834098696708679,0.5510046482086182
4,0.40136676399331345,0.23215824365615845,0.00024027007748372853,0.6825587749481201,0.5507710576057434
5,0.38466394967154455,0.23219635018280574,0.00024027007748372853,0.7407935857772827,0.44789719581604004
6,0.30832705685966894,0.2322621749980109,0.00024027007748372853,0.7407935857772827,0.44789719581604004
7,0.32593724288438497,0.2324508854321071,0.00024027007748372853,0.7407935857772827,0.44789719581604004
8,0.24362462288454959,0.23346478385584696,0.00024027007748372853,0.7407935857772827,0.44789719581604004
9,0.3746657457790877,0.23312804528645106,0.00024027007748372853,0.7407935857772827,0.44789719581604004
10,0.3589806799825869,0.2396558757339205,0.00024027007748372853,0.7407935857772827,0.44789719581604004
11,0.2779049473373513,0.23613628957952773,0.00024027007748372853,0.7407935857772827,0.44789719581604004
12,0.4559086804327212,0.23292322243962968,0.00024027007748372853,0.7407935857772827,0.44789719581604004
13,0.251007007925134,0.23287372503961837,0.00024027007748372853,0.7407935857772827,0.44789719581604004
14,0.4358929576058137,0.23439245351723262,0.00024027007748372853,0.7407935857772827,0.44789719581604004
15,0.388258726189011,0.23424786542143142,0.00024027007748372853,0.7407935857772827,0.44789719581604004
16,0.2361297097645308,0.2338535828249795,0.00024027007748372853,0.7407935857772827,0.44789719581604004
17,0.30154188918439967,0.2346368921654565,0.00024027007748372853,0.7407935857772827,0.44789719581604004
18,0.3806932380324916,0.23218741800103868,0.00024027007748372853,0.7407935857772827,0.44789719581604004
19,0.23686190812211289,0.23380995435374125,0.00024027007748372853,0.7407935857772827,0.44789719581604004
20,0.390294077365022,0.2329415657690593,0.00024027007748372853,0.7407935857772827,0.44789719581604004
21,0.23615792707393043,0.23590908305985586,0.00024027007748372853,0.7407935857772827,0.44789719581604004
22,0.34114858821818705,0.23139585980347224,0.0009285413543693721,0.6792617440223694,0.545257031917572
23,0.3869708549035223,0.2327043733426503,0.0009285413543693721,0.7378972172737122,0.44789719581604004
24,0.23750423443944832,0.237797417810985,0.0009285413543693721,0.7378972172737122,0.44789719581604004
25,0.23606904164740913,0.23967545585972921,0.0009285413543693721,0.7378972172737122,0.44789719581604004
26,0.29276448488235474,0.23896920893873488,0.0009285413543693721,0.7378972172737122,0.44789719581604004
27,0.2963506320589467,0.23335460892745427,0.0009285413543693721,0.7378972172737122,0.44789719581604004
28,0.2625356057756825,0.23456322721072606,0.0009285413543693721,0.7378972172737122,0.44789719581604004
29,0.27147955957211944,0.23616462520190648,0.0009285413543693721,0.7378972172737122,0.44789719581604004
30,0.2554767359244196,0.2345571688243321,0.0009285413543693721,0.7378972172737122,0.44789719581604004
31,0.24436861668762408,0.23229237965175084,0.0009285413543693721,0.7378972172737122,0.44789719581604004
32,0.805024119584184,0.23134911273206984,-0.00011563717271201313,0.6810951828956604,0.539065420627594
33,0.2491401057494314,0.23265082921300614,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
34,0.23509165174082705,0.23736830907208578,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
35,0.24230654694532094,0.2377748340368271,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
36,0.28799539177041306,0.24379540979862213,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
37,0.2795452577503104,0.2347990678889411,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
38,0.24320825777555766,0.2324831975357873,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
39,0.2351718748870649,0.23880436377865927,-0.00011563717271201313,0.7382173538208008,0.44789719581604004
40,0.2473643233901576,0.23130726601396287,0.0003890673106070608,0.6800365447998047,0.5479439496994019
41,0.2499491799818842,0.23315871826239995,0.0003890673106070608,0.7347937226295471,0.44789719581604004
42,0.24750298967486933,0.23242782056331635,0.0003890673106070608,0.7347937226295471,0.44789719581604004
43,0.25448790349458394,0.2326878649847848,0.0003890673106070608,0.7347937226295471,0.44789719581604004
44,0.24436740028230766,0.23140389152935573,0.0003890673106070608,0.7347937226295471,0.44789719581604004
45,0.24491998631703227,0.23193926044872828,0.0003890673106070608,0.7347937226295471,0.44789719581604004
46,0.23881966895178744,0.23033209145069122,0.00039453679346479475,0.6769537925720215,0.5375467538833618
47,0.2694501116087562,0.23057652371270315,0.00039453679346479475,0.7385138273239136,0.44789719581604004
48,0.23604191682840647,0.23334574699401855,0.00039453679346479475,0.7385138273239136,0.44789719581604004
49,0.2575246597591199,0.23299712794167654,0.00039453679346479475,0.7385138273239136,0.44789719581604004
50,0.25181539670417186,0.23166152196271078,0.00039453679346479475,0.7385138273239136,0.44789719581604004
51,0.23773604004006638,0.23141921418053762,0.00039453679346479475,0.7385138273239136,0.44789719581604004
52,0.2577027184398551,0.23251773842743464,0.00039453679346479475,0.7385138273239136,0.44789719581604004
53,0.23437743830053429,0.23128068447113037,0.00039453679346479475,0.7385138273239136,0.44789719581604004
54,0.24567741469333046,0.2316317686012813,0.00039453679346479475,0.7385138273239136,0.44789719581604004
55,0.24186179041862488,0.2322624730212348,0.00039453679346479475,0.7385138273239136,0.44789719581604004
56,0.2973305865337974,0.23448564750807627,0.00039453679346479475,0.7385138273239136,0.44789719581604004
57,0.24656770025428973,0.23349324933120183,0.00039453679346479475,0.7385138273239136,0.44789719581604004
58,0.2674247802872407,0.23417521374566214,0.00039453679346479475,0.7385138273239136,0.44789719581604004
