,Buy & Hold,Return Only,Return × Regime
68,6.43597108707023,3.7863792389157283,19.653761432075246
69,7.459184594110107,4.710642736941484,22.606508513834612
70,5.03780502186142,4.310971509160373,20.81918921121558
71,4.316411647374982,3.8854166608614733,21.03726753898953
72,3.631116240657663,3.998410855420087,20.838375217814953
73,1.9893605315136949,4.180679200196804,19.829195430814252
74,1.1998579002322198,4.181197653681836,19.202246659726768
75,1.2871561536606764,4.027199439088913,18.963065632196592
76,1.8465613885773355,3.6108144396013464,19.174342263001783
77,1.739389113008679,3.8754705586150564,19.74477117627705
78,1.7142398814220816,3.799478135644201,19.722856557577078
79,1.1258854546725767,4.029283305604216,19.569989147307563
80,1.1269052128881236,4.169805900092564,19.60632352853789
81,0.42247440250953616,4.623582328382016,19.378999543508332
82,-0.6900023176600489,6.0261185889037625,19.325411895791383
83,-0.7481397930832174,5.994755464145496,19.082657291020702
84,-0.20225801809390198,5.317084969547048,19.392292901606424
85,0.5414116368093129,4.500574655533492,19.455692225752234
86,0.7978718666662569,4.15313870222073,19.440207447199253
87,0.8044028537759006,4.200909231533171,19.412450916950124
88,0.23849792928395586,4.952935542679751,19.318593659486833
89,0.46719239038371096,4.5251569497966635,19.256994287148558
90,0.5446665434578949,4.321413920915952,19.09299981290915
91,-0.5495564990862188,5.5763313508768935,18.955182549391445
92,0.8253055488452236,4.285193534050947,19.747859728699623
93,1.3858406476263365,3.8133931976578177,20.041477554101156
94,1.6843700677675841,3.370441976724739,20.008134618678834
95,1.3876823604349833,3.7101626174597087,19.947478639912898
96,1.3177320472857919,3.9199618273673384,19.93277740975592
97,0.394597010600534,4.515119763234753,19.820893927060848
98,0.865584215891211,3.99524286355347,20.097506616730023
99,1.3009144298281439,3.700578509667306,20.313971365383768
100,1.2398345928311927,3.768860622557033,20.071511910830207
101,-1.246012498622251,7.650544680640321,19.674390339583628
102,-3.798373790458575,10.238959232401406,18.878119992009246
103,-5.406580386664398,11.894435421723195,15.507100391632957
104,-6.170046295587066,12.089677097086527,14.624503747681572
105,-6.041737183566282,11.947356154089757,15.305588309165536
106,-6.650750575712367,11.993966336875772,14.709671156363584
107,-6.126565231820327,11.776133557803194,14.952336019008078
108,-6.02328430881772,11.124949768976142,15.2069260631842
109,-4.859965831903495,9.524261974182782,15.591497172005475
110,-4.148137594199714,9.46922223752511,15.999834988733737
111,-2.568507167214433,8.194639492299094,16.57600435812394
112,-3.59040938489185,8.866016250331512,16.155221075436238
113,-4.2276547393141035,9.340913118723556,16.18730017469289
114,-4.582938824539085,9.5280545820538,16.182295959000303
115,-4.615497212751365,9.57153369113774,16.351145294764954
116,-4.98666148894453,9.799620441333433,16.175049191599367
117,-5.322246111598649,9.897903529930241,15.925184773864983
118,-5.703228676808158,10.083700366384022,15.761541650161314
119,-5.679816726941918,9.976204064665797,15.74369536086741
120,-5.324945621281097,9.434514194469587,15.800993105332434
121,-5.514927149632857,9.398712421539116,15.91001324326424
122,-5.0014769525266605,9.098947927167208,16.152754157619388
123,-4.675677272539798,8.869834620205971,16.24432537293964
124,-4.589751387458327,8.683945954963324,16.342956545152962
125,-4.430797973211482,8.61677254516368,16.372727741941286
126,-4.5020333837608195,8.515759365793501,16.41052963442873
127,-4.238618464496034,8.127936608209788,16.45199984299454
128,-4.149028320663563,7.882476001163304,16.44282111163258
129,-3.5859861808619566,7.329670808021833,16.570503438984062
130,-3.9050361545673433,7.442759846009018,16.473251972643617
131,-3.799033797796713,7.597771601868448,16.458006936886
132,-4.412337155960707,8.215900725673965,16.3827045500061
133,-4.892476917478622,8.703682957332601,16.189921356230094
134,-4.352589511557295,8.094826010559645,16.443677896957464
135,-4.979266651532251,8.634530411484995,16.040879031011848
136,-5.931564356308104,9.419259973847316,15.754565994207278
137,-6.399098143628328,9.793710649798337,15.505421063442364
138,-6.409829657806285,9.99617356208418,15.675579737450601
139,-4.276507842357168,8.803043728224734,16.81375288872778
140,1.1976216216040214,1.876483672449587,19.813322415113838
141,1.3647301610517995,1.3357398020999893,19.745582009025267
142,3.4740550808539785,0.6818853375047954,19.916765362419994
143,4.377750500841373,1.0620016897757922,20.206338631691267
144,3.6333360332461395,1.2668091063770013,19.875154742192187
145,3.3926232562490473,1.4757236501844206,19.530358418253265
146,5.068847495278019,1.8482903151317245,20.03404342749819
147,4.736670047051784,1.6234970658585968,19.93082705616084
148,5.384910163422129,1.961181467584674,19.1239513747265
149,5.891409237245732,2.6919846999635313,20.316988448676632
150,5.515595827644865,2.3186013758730692,19.0686917167889
151,5.471944868815555,2.3648291535859163,18.82904835638316
152,5.2090756079768,1.8082043358725195,18.12388281791861
153,6.1515630196906965,3.0057067300779137,20.42623839098887
154,6.895975618667008,3.711910477443792,21.82039639338476
155,6.139939663834587,2.731563301055912,19.695587197130468
156,5.996952826758043,2.9452618719696653,19.925217495677177
157,5.776172014745943,2.7293874570710033,19.802034272532687
158,6.3764678650713185,3.296086747420225,21.12062798644333
159,6.594601592423484,3.2436083526694905,21.470018516861117
160,6.85523311423234,3.1898134702527456,21.893895265802687
161,6.5116720396999135,3.0101984694585813,21.27208567472231
162,6.735977418229664,3.159290979809556,21.489294504949406
163,7.208665032243258,3.669881522771295,22.170476618975705
164,7.243272001891244,3.757058265232127,22.078579414126406
165,6.970506397999513,3.663879460087381,21.97933874759549
166,6.909246022771856,3.6666390717966335,21.94583642822848
167,6.325625447748645,3.6052558115123965,21.422897164822064
168,6.678661546103371,3.793603257711158,21.556098121282112
169,7.16494958433702,4.0028458204026665,22.29187448094811
170,7.423260593456087,4.420287527638057,23.40665221521638
171,6.988303672195675,4.223222484526127,23.087614712504347
172,7.35663608950259,4.676021907820692,23.44358274964905
173,5.233788347248333,3.6965897973913524,20.32442498525886
174,4.660360573791287,3.486189705053214,19.695474631430997
175,4.729258030723322,3.42777237618784,19.14120298024966
176,3.266060874300811,3.1361218908227633,17.82524129969438
177,1.5269762892119174,3.5802420391070773,15.799421244522971
178,4.53335664858497,4.417251384391959,21.117056742867916
179,2.484725474684936,3.39199527250711,20.201703192937064
180,4.458193815442177,4.525530125728949,20.518637353377805
181,5.507933062460523,5.136799801294439,21.677090265948305
182,3.4608637064966308,3.5134721819848025,21.43868036905982
183,1.6410457692784282,1.8491570606621892,20.538996524949177
184,1.9049098635368944,2.1212854807876953,20.60867299138032
