,train,test,acc
0,1.4045873268654472,1.2069232719285148,0.5649065375328064
1,1.2343995375068564,0.49949498900345396,0.474766343832016
2,0.998851289874629,0.45539379332746777,0.5315887928009033
3,1.1085443077118773,0.4730185589620045,0.5315887928009033
4,1.0041033092298006,0.46245675746883663,0.5315887928009033
5,0.989631524211482,0.4362496478216989,0.48425233364105225
6,1.0489405973961479,0.6908390245267323,0.48425233364105225
7,1.0795635831983466,0.5162975543311664,0.48425233364105225
8,1.0314349061564396,0.4524071237870625,0.48425233364105225
9,1.0274730685510134,0.5903191662260464,0.48425233364105225
10,1.0511599120340849,0.610657315169062,0.48425233364105225
11,1.0295384200780016,0.4491132880960192,0.48425233364105225
12,0.9917846263239258,0.44759327492543627,0.48425233364105225
13,0.9702943653652543,0.44174227118492126,0.48425233364105225
14,0.9916843034719166,0.4611757844686508,0.48425233364105225
15,0.9717971647256299,0.4492899498769215,0.48425233364105225
16,0.9786926539320695,0.48100887664726805,0.48425233364105225
17,0.9760595991423255,0.5145020325269017,0.48425233364105225
18,1.0001408700880252,0.4358305675642831,0.49126169085502625
19,0.9917584140049783,0.44563512184790205,0.49126169085502625
20,1.0130781680345535,0.4569429989371981,0.49126169085502625
21,0.9780271116055941,0.5115303471684456,0.49126169085502625
22,1.101449789185273,0.6823990515300206,0.49126169085502625
23,1.0241280703952438,0.5440378721271243,0.49126169085502625
24,1.033747961646632,0.7468371093273163,0.49126169085502625
25,1.0298049873427342,0.5644967162183353,0.49126169085502625
26,1.001319474295566,0.556122176349163,0.49126169085502625
27,1.0261328432120775,0.470004389328616,0.49126169085502625
28,0.9712445045772352,0.49392337245600565,0.49126169085502625
29,0.977724390202447,0.4621072251881872,0.49126169085502625
30,0.9744404377905946,0.5544261655637196,0.49126169085502625
31,0.9838419399763408,0.49340682476758957,0.49126169085502625
32,0.9738362651122244,0.5567291283181736,0.49126169085502625
33,0.9757337930955385,0.48894960220370975,0.49126169085502625
34,0.9639421395565334,0.5450333963547435,0.49126169085502625
35,0.9815442479754749,0.440716242151601,0.49126169085502625
36,0.983995085876239,0.5088122891528266,0.49126169085502625
37,0.9680603107339457,0.5743167304566928,0.49126169085502625
38,1.0251985988334607,0.5136078372597694,0.49126169085502625
39,0.9682616085598343,0.8401410409382412,0.49126169085502625
