,train,test,acc
0,0.8332123850521288,0.4991140365600586,0.5527102947235107
1,0.8057967047942313,0.44442085921764374,0.5564018487930298
2,0.7425857225531026,0.45095765377793995,0.5564018487930298
3,0.7681554665690974,0.48653764171259745,0.5564018487930298
4,0.7353435433224628,0.469679519534111,0.5564018487930298
5,0.7660216140119653,0.4844407992703574,0.5564018487930298
6,0.7314031947600214,0.4859162079436438,0.5564018487930298
7,0.7602866456696862,0.47723588347435,0.5564018487930298
8,0.7291013559228495,0.484245879309518,0.5564018487930298
9,0.7468643580612383,0.4690405769007547,0.5564018487930298
10,0.7668331555630031,0.4744734380926405,0.5564018487930298
11,0.7232902944087982,0.5052810332604817,0.5564018487930298
12,0.7421590811327884,0.44207187635557993,0.5622429847717285
13,0.7506978143202631,0.438208560858454,0.5665420293807983
14,0.7473290068538565,0.43646495257105145,0.5600467324256897
15,0.7434417111308951,0.47585714927741457,0.5600467324256897
16,0.7419075495318362,0.4336711934634617,0.5590186715126038
17,0.7418820936428873,0.4392603806086949,0.5590186715126038
18,0.7369526765848461,0.43418010004929136,0.5590186715126038
19,0.748858212640411,0.4385174172265189,0.5590186715126038
20,0.7357716505464754,0.4549986698797771,0.5590186715126038
21,0.7252872554879439,0.43122707094464985,0.5648130774497986
22,0.721683899822988,0.4474043313946043,0.5648130774497986
23,0.7249786971431029,0.443081544978278,0.5648130774497986
24,0.7161213739922172,0.46389153812612804,0.5648130774497986
25,0.7282490306778958,0.43901535655770985,0.5648130774497986
26,0.7147406621983177,0.4655420801469258,0.5648130774497986
27,0.7129021020312059,0.48631172095026287,0.5648130774497986
28,0.7053661597402472,0.46711575984954834,0.5648130774497986
29,0.7000864493219476,0.4529266825744084,0.5648130774497986
30,0.7020726298031054,0.46647636592388153,0.5648130774497986
31,0.708475377998854,0.4619573312146323,0.5648130774497986
32,0.7144234384361067,0.48255797156265806,0.5648130774497986
33,0.7159159559952585,0.45903405972889494,0.5648130774497986
34,0.7059771504841352,0.46968754700251986,0.5648130774497986
35,0.7181725792194668,0.49135744145938326,0.5648130774497986
36,0.7087175563762063,0.4776657819747925,0.5648130774497986
37,0.6979998820706418,0.4872540150369917,0.5648130774497986
38,0.6840325146913528,0.4826877500329699,0.5648130774497986
39,0.6853560789635307,0.4681558609008789,0.5648130774497986
40,0.6827993871350038,0.5068738609552383,0.5648130774497986
41,0.6772023792329588,0.4650011679955891,0.5648130774497986
42,0.6639388658498463,0.4581196584871837,0.5648130774497986
43,0.6666900295960275,0.48379540017672945,0.5648130774497986
44,0.6781761073752454,0.4711368680000305,0.5648130774497986
45,0.6692294227449518,0.4904022812843323,0.5648130774497986
46,0.678849237529855,0.47116888633796145,0.5648130774497986
47,0.6607970838484011,0.49644328015191214,0.5648130774497986
48,0.6660349839612058,0.49773474250520977,0.5648130774497986
49,0.6642252198959652,0.45577880314418245,0.5648130774497986
50,0.649461576028874,0.4709642252751759,0.5648130774497986
51,0.6473374147164194,0.6063314527273178,0.5648130774497986
52,0.6435699227609133,0.493902217064585,0.5648130774497986
53,0.6298489923539915,0.4729676863976887,0.5648130774497986
