,train,test,acc
0,0.7451197363828358,0.48329143651894163,0.49070093035697937
1,0.7539709602531633,0.5274940793003354,0.49070093035697937
2,0.7289974336561403,0.5141891858407429,0.49070093035697937
3,0.7387166235007738,0.49246187082358767,0.49070093035697937
4,0.7355516341171766,0.46935300529003143,0.4959345757961273
5,0.7308824258415323,0.45283460191317965,0.5257476568222046
6,0.728128383034154,0.46381547834192005,0.5257476568222046
7,0.718700791660108,0.4818877535206931,0.5257476568222046
8,0.7171920067385623,0.49130039129938397,0.5257476568222046
9,0.7238433549278661,0.5021030626126698,0.5257476568222046
10,0.7138084565338335,0.4914646404130118,0.5257476568222046
11,0.712100099576147,0.538790870990072,0.5257476568222046
12,0.7231916424475218,0.6095120034047535,0.5257476568222046
13,0.727154290205554,0.5306896865367889,0.5257476568222046
14,0.7343130527358306,0.518631032535008,0.5257476568222046
15,0.7368982747981423,0.4771956865276609,0.5257476568222046
16,0.7232244861753363,0.4720722713640758,0.5257476568222046
17,0.7076166883895272,0.4964389758450644,0.5257476568222046
18,0.7005514228030255,0.5028318741491863,0.5257476568222046
19,0.7068619657503931,0.5026504567691258,0.5257476568222046
20,0.713585446539678,0.4660697728395462,0.5257476568222046
21,0.7106587212336691,0.5191035632576261,0.5257476568222046
22,0.7063083170275939,0.4831123373338154,0.5257476568222046
23,0.7114072998887614,0.523165185536657,0.5257476568222046
24,0.7136394334466833,0.4829223241124834,0.5257476568222046
25,0.7043747399982653,0.5633219203778675,0.5257476568222046
26,0.6979826986789703,0.5331619765077319,0.5257476568222046
27,0.6820677432574724,0.6267790879522052,0.5257476568222046
28,0.7028687408095912,0.49596347553389414,0.5257476568222046
29,0.6966326581804376,0.48268177253859385,0.5257476568222046
30,0.7089258510815469,0.5848123537642615,0.5257476568222046
31,0.7096640953892156,0.4840485815490995,0.5257476568222046
32,0.6942635617758098,0.533317540373121,0.5257476568222046
33,0.6883031357275812,0.5336269395692008,0.5257476568222046
34,0.6993319039282045,0.4783279853207724,0.5257476568222046
35,0.687093577102611,0.49245608491556986,0.5257476568222046
36,0.6978116717777754,0.5313345938920975,0.5257476568222046
37,0.6799810615025068,0.532601705619267,0.5257476568222046
38,0.6733904951497128,0.5220873057842255,0.5257476568222046
39,0.6718932347078073,0.5071996961321149,0.5257476568222046
40,0.6680829454409448,0.4607973332915987,0.5257476568222046
41,0.6702023297548294,0.5134251032556806,0.5257476568222046
42,0.6640520487961016,0.4947303129093988,0.5257476568222046
43,0.6494942966260409,0.4927627273968288,0.5257476568222046
44,0.6440349370241165,0.4753414051873343,0.5257476568222046
45,0.6696907815180326,0.4626480596406119,0.5257476568222046
46,0.653470472285622,0.4806309086935861,0.5257476568222046
47,0.645039947017243,0.5333552828856877,0.5257476568222046
48,0.6273766050213262,0.4614809921809605,0.5257476568222046
49,0.640755124782261,0.5062509498425892,0.5257476568222046
50,0.6330450090922808,0.4935878323657172,0.5257476568222046
51,0.630901461369113,0.4681858037199293,0.5257476568222046
52,0.6248400642683631,0.4748795224087579,0.5257476568222046
53,0.6079639486576381,0.5244452059268951,0.5257476568222046
54,0.6059479250719673,0.5105196003402982,0.5257476568222046
55,0.6039330418172636,0.504756190947124,0.5257476568222046
56,0.6031128136735213,0.5001979704414096,0.5257476568222046
57,0.609986772662715,0.46364130079746246,0.5257476568222046
58,0.603123778575345,0.47919952656541553,0.5257476568222046
59,0.600039815432147,0.4706128622804369,0.5257476568222046
60,0.5829032251709386,0.487946480512619,0.5257476568222046
61,0.5713920287395778,0.45616149263722555,0.5257476568222046
62,0.5654283463954926,0.5049798446042197,0.5257476568222046
63,0.5569968513752285,0.4688604303768703,0.5257476568222046
64,0.5479674213810971,0.4821618007762091,0.5257476568222046
65,0.5565897147906455,0.48704814272267477,0.5257476568222046
66,0.5769260235522923,0.4597398489713669,0.5257476568222046
67,0.5728926584124565,0.4633835107088089,0.5257476568222046
68,0.5483407205656955,0.4830192817108972,0.5257476568222046
69,0.5310898093800795,0.5010567264897483,0.5257476568222046
70,0.5374406552628467,0.5125269293785095,0.5257476568222046
71,0.525806611305789,0.4856811272246497,0.5257476568222046
